,TimeSpent,PagesViewed,LeadStatus,EmailSent,LeadSource,PaymentHistory,Converted
8462,59,2.0,2,1,8,1,0
8463,30,3.0,1,1,8,1,0
8464,26,12.0,1,1,7,0,0
8465,10,3.0,3,1,1,0,0
8466,26,15.0,3,1,2,0,0
8467,20,7.0,1,1,3,0,0
8468,59,3.0,2,1,8,1,0
8469,46,14.0,3,1,1,0,1
8470,44,14.0,2,1,8,1,0
8471,36,10.0,1,1,2,0,0
8472,14,14.0,2,1,8,1,0
8473,37,14.0,1,0,2,1,0
8474,8,2.0,1,1,2,0,0
8475,31,4.0,3,1,7,0,0
8476,46,12.0,2,1,7,1,0
8477,10,5.0,1,1,7,1,0
8478,27,8.0,2,0,7,0,0
8479,41,8.0,1,1,1,0,0
8480,52,13.0,3,1,2,1,0
8481,54,3.0,2,1,8,1,0
8482,11,7.0,1,1,1,0,0
8483,29,6.0,3,1,1,1,0
8484,40,2.0,2,0,2,1,0
8485,32,2.0,2,1,8,1,0
8486,31,9.0,3,1,3,0,0
8487,12,8.0,2,1,1,1,0
8488,48,15.0,1,1,7,1,0
8489,60,14.0,3,0,8,1,0
8490,13,2.0,3,1,1,1,0
8491,39,3.0,2,1,1,1,0
8492,27,14.0,3,1,2,0,0
8493,47,5.0,1,1,7,0,0
8494,28,12.0,2,1,3,0,0
8495,55,3.0,1,1,3,1,0
8496,48,4.0,1,1,8,0,0
8497,51,6.0,3,1,3,1,0
8498,8,9.0,3,1,7,1,0
8499,15,12.0,2,1,1,1,0
8500,41,11.0,2,1,1,0,0
8501,23,15.0,1,1,7,0,0
8502,7,15.0,2,1,8,0,0
8503,31,9.0,3,1,7,1,0
8504,14,7.0,2,0,7,0,0
8505,53,5.0,3,1,2,0,0
8506,45,10.0,2,1,7,1,0
8507,37,5.0,2,1,7,1,0
8508,43,9.0,1,1,7,0,0
8509,48,7.0,1,1,8,1,0
8510,58,10.0,2,1,2,0,0
8511,59,4.0,3,1,1,1,0
8512,38,11.0,2,0,8,0,0
8513,13,9.0,1,1,2,0,0
8514,54,12.0,2,1,3,1,0
8515,21,13.0,2,1,8,1,0
8516,53,8.0,3,1,8,0,0
8517,7,2.0,3,1,8,1,0
8518,55,14.0,1,1,8,0,0
8519,22,4.0,1,1,8,1,0
8520,14,4.0,1,1,8,0,0
8521,28,13.0,3,1,1,0,0
8522,50,11.0,2,1,2,0,0
8523,11,6.0,2,1,2,0,0
8524,24,2.0,3,1,8,0,0
8525,43,15.0,2,1,2,1,0
8526,36,14.0,2,0,1,1,0
8527,21,7.0,1,1,1,1,0
8528,31,10.0,1,1,2,0,0
8529,18,15.0,2,1,8,0,0
8530,53,5.0,1,1,7,0,0
8531,22,4.0,2,1,3,0,0
8532,41,3.0,1,1,7,1,0
8533,34,7.0,3,1,2,0,0
8534,25,4.0,2,1,3,0,0
8535,19,15.0,3,1,3,1,1
8536,26,10.0,2,0,1,0,0
8537,20,6.0,2,1,3,0,0
8538,34,14.0,3,1,1,0,0
8539,23,12.0,1,1,3,0,0
8540,41,12.0,1,1,8,0,1
8541,26,15.0,2,1,8,0,0
8542,13,13.0,1,1,1,0,0
8543,28,7.0,1,1,8,1,0
8544,16,6.0,3,1,1,1,0
8545,59,7.0,2,1,8,0,0
8546,46,8.0,3,1,7,0,0
8547,26,13.0,3,0,7,0,0
8548,32,11.0,3,1,2,1,0
8549,5,8.0,2,1,8,1,0
8550,37,13.0,2,1,3,0,0
8551,37,7.0,2,1,7,1,0
8552,23,14.0,3,1,1,0,0
8553,36,3.0,1,1,2,0,0
8554,48,14.0,1,1,1,1,0
8555,47,13.0,2,1,7,0,0
8556,5,13.0,3,0,7,1,0
8557,36,4.0,2,1,8,0,0
8558,46,2.0,1,1,7,0,0
8559,10,3.0,2,1,7,0,0
8560,12,8.0,1,1,7,0,0
8561,34,5.0,1,1,7,0,0
8562,30,14.0,3,1,3,0,0
8563,18,13.0,3,1,1,0,0
8564,55,5.0,1,1,8,1,0
8565,18,12.0,3,1,1,0,0
8566,32,11.0,2,0,8,0,0
8567,52,5.0,2,1,8,0,0
8568,29,7.0,2,1,2,1,0
8569,11,11.0,2,1,8,1,0
8570,40,10.0,3,1,3,0,0
8571,47,8.0,3,1,2,1,0
8572,46,5.0,2,1,8,0,0
8573,9,12.0,3,1,1,0,0
8574,28,6.0,1,1,1,0,0
8575,9,7.0,3,1,8,0,0
8576,26,10.0,1,1,1,1,0
8577,42,15.0,3,1,1,0,1
8578,23,13.0,1,1,1,0,0
8579,35,14.0,2,1,3,0,0
8580,14,12.0,2,1,1,0,0
8581,40,15.0,3,1,2,0,0
8582,21,13.0,1,1,3,0,0
8583,10,3.0,2,1,8,1,0
8584,16,15.0,2,1,8,0,0
8585,41,4.0,2,1,2,1,0
8586,25,8.0,2,1,8,0,0
8587,38,12.0,3,1,7,0,0
8588,28,11.0,3,1,1,1,0
8589,26,3.0,2,1,8,0,0
8590,56,9.0,2,1,2,1,0
8591,53,12.0,2,1,2,1,0
8592,48,6.0,1,1,7,0,0
8593,18,3.0,1,1,1,0,0
8594,6,2.0,1,1,3,0,0
8595,6,9.0,1,1,8,0,0
8596,9,6.0,1,1,2,1,0
8597,41,7.0,1,1,3,0,0
8598,40,2.0,1,1,2,1,0
8599,18,2.0,2,0,1,1,0
8600,30,7.0,2,1,2,0,0
8601,17,3.0,1,1,7,0,0
8602,33,13.0,3,1,8,0,0
8603,30,13.0,1,1,1,0,0
8604,57,12.0,2,1,3,0,0
8605,6,3.0,2,1,8,0,0
8606,7,11.0,3,1,2,0,0
8607,26,2.0,1,1,3,0,0
8608,37,12.0,1,1,8,1,1
8609,43,6.0,3,1,1,1,0
8610,24,10.0,2,1,7,1,0
8611,28,14.0,3,1,1,0,0
8612,27,4.0,1,1,3,0,0
8613,53,10.0,3,1,1,0,0
8614,9,7.0,2,1,2,1,0
8615,31,13.0,2,1,3,0,0
8616,6,9.0,2,1,3,1,0
8617,41,2.0,1,1,8,0,0
8618,9,6.0,3,1,7,1,0
8619,10,14.0,1,1,3,1,0
8620,34,12.0,1,1,2,1,0
8621,50,6.0,1,1,3,0,0
8622,56,4.0,2,1,8,1,0
8623,44,3.0,3,1,7,1,0
8624,53,9.0,2,1,8,1,0
8625,22,2.0,1,0,3,1,0
8626,44,15.0,2,1,1,0,0
8627,52,10.0,3,1,8,0,0
8628,18,13.0,3,1,2,0,1
8629,38,7.0,2,1,8,0,0
8630,16,3.0,1,1,2,1,0
8631,17,10.0,1,1,1,0,0
8632,15,6.0,2,1,8,1,0
8633,50,7.0,3,1,1,1,0
8634,40,2.0,2,1,3,0,0
8635,33,8.0,2,1,8,1,0
8636,11,2.0,2,1,1,0,0
8637,27,15.0,3,1,8,0,0
8638,43,7.0,3,1,1,1,0
8639,52,14.0,2,1,1,1,0
8640,52,5.0,2,1,3,1,0
8641,27,2.0,2,1,1,0,0
8642,27,14.0,3,1,3,1,0
8643,21,2.0,3,1,2,1,0
8644,35,2.0,1,1,7,0,0
8645,12,13.0,3,1,8,1,0
8646,36,13.0,1,1,3,1,0
8647,26,5.0,2,1,8,1,0
8648,39,14.0,3,1,3,0,0
8649,24,2.0,2,1,1,0,0
8650,47,3.0,3,1,7,0,0
8651,33,6.0,3,1,2,0,0
8652,8,12.0,3,1,7,1,0
8653,9,7.0,3,1,2,1,0
8654,42,4.0,2,1,3,1,0
8655,53,12.0,2,1,3,1,0
8656,36,15.0,2,1,8,1,0
8657,38,4.0,1,1,1,1,0
8658,56,14.0,1,1,7,0,0
8659,40,12.0,1,1,2,0,0
8660,11,14.0,2,1,8,0,1
8661,10,6.0,3,1,3,0,0
8662,7,6.0,2,1,3,1,0
8663,42,3.0,2,1,2,1,0
8664,6,13.0,1,1,3,1,0
8665,50,6.0,3,1,3,1,0
8666,43,4.0,3,1,3,1,0
8667,5,7.0,1,1,7,0,0
8668,53,13.0,2,1,2,1,0
8669,47,7.0,2,1,3,1,0
8670,24,3.0,2,1,1,0,0
8671,17,7.0,1,1,1,1,0
8672,20,5.0,1,1,2,1,0
8673,36,10.0,2,1,8,0,0
8674,8,8.0,2,1,2,0,0
8675,29,7.0,1,1,2,0,0
8676,9,9.0,3,1,1,1,0
8677,57,15.0,1,1,2,1,0
8678,44,3.0,2,1,2,1,0
8679,60,5.0,3,1,2,1,0
8680,33,8.0,1,1,2,1,0
8681,39,7.0,2,1,3,0,0
8682,33,8.0,3,1,7,1,0
8683,16,14.0,3,1,7,0,0
8684,40,13.0,1,0,3,1,0
8685,49,9.0,1,1,8,1,0
8686,16,8.0,2,1,1,1,0
8687,46,8.0,2,1,8,1,0
8688,11,15.0,3,1,7,0,0
8689,34,8.0,3,1,3,0,0
8690,23,8.0,2,1,8,1,0
8691,36,2.0,2,1,3,0,0
8692,35,14.0,3,1,2,0,0
8693,44,2.0,2,1,2,1,0
8694,59,7.0,1,1,7,1,0
8695,57,11.0,2,0,7,1,0
8696,20,6.0,3,1,8,0,0
8697,50,8.0,2,1,3,1,0
8698,19,10.0,1,1,1,0,0
8699,30,14.0,1,1,7,1,0
8700,33,11.0,3,1,2,1,0
8701,56,12.0,3,1,7,1,0
8702,32,5.0,3,1,3,0,0
8703,10,3.0,2,1,2,1,0
8704,12,10.0,2,1,2,0,0
8705,48,6.0,1,1,3,0,0
8706,36,8.0,3,1,7,1,0
8707,42,10.0,2,1,7,1,0
8708,49,2.0,2,1,2,0,0
8709,31,6.0,3,0,3,1,0
8710,12,8.0,1,1,8,0,0
8711,31,6.0,2,1,3,1,0
8712,50,8.0,3,1,8,1,0
8713,51,13.0,3,1,2,1,0
8714,33,14.0,2,1,2,1,0
8715,32,6.0,3,1,2,0,0
8716,29,14.0,2,1,3,1,0
8717,35,3.0,1,1,2,1,0
8718,49,11.0,2,1,7,1,0
8719,11,8.0,3,1,7,0,0
8720,27,3.0,1,1,2,1,0
8721,55,9.0,2,1,3,1,0
8722,35,9.0,2,1,3,0,0
8723,11,4.0,2,1,8,0,0
8724,56,8.0,2,0,2,0,0
8725,38,4.0,3,1,7,1,0
8726,34,2.0,3,1,7,0,0
8727,12,9.0,3,0,8,0,0
8728,40,13.0,2,1,3,0,0
8729,55,6.0,1,1,8,1,0
8730,14,15.0,2,1,3,0,0
8731,7,15.0,1,1,3,1,0
8732,12,3.0,2,1,3,1,0
8733,33,13.0,1,1,8,0,0
8734,39,4.0,3,1,3,0,0
8735,58,15.0,1,1,8,0,0
8736,56,5.0,1,1,2,1,0
8737,37,2.0,1,1,7,1,0
8738,19,6.0,1,1,7,0,0
8739,36,12.0,2,1,7,0,0
8740,26,15.0,2,1,8,1,0
8741,40,12.0,3,1,1,1,0
8742,36,4.0,2,1,8,0,0
8743,25,6.0,3,1,1,1,0
8744,24,11.0,2,1,1,0,0
8745,25,9.0,3,1,3,1,0
8746,42,13.0,1,1,8,1,0
8747,29,9.0,2,1,1,1,0
8748,10,11.0,2,1,3,0,0
8749,48,3.0,3,1,1,0,0
8750,41,6.0,3,1,8,1,0
8751,8,14.0,2,1,3,0,0
8752,15,12.0,3,1,8,1,0
8753,15,3.0,1,1,7,0,0
8754,36,15.0,1,1,7,0,0
8755,43,12.0,3,1,3,0,0
8756,20,3.0,3,1,2,0,0
8757,24,11.0,1,1,1,0,0
8758,50,13.0,2,1,8,1,0
8759,32,10.0,2,1,3,1,0
8760,35,9.0,1,1,2,0,0
8761,24,2.0,2,1,2,1,0
8762,38,9.0,3,1,1,1,0
8763,49,12.0,3,1,2,0,0
8764,38,10.0,1,1,3,0,0
8765,25,4.0,3,1,7,0,0
8766,12,3.0,2,1,7,1,0
8767,39,2.0,3,1,7,0,0
8768,37,4.0,2,1,1,1,0
8769,27,3.0,1,1,3,0,0
8770,10,2.0,3,1,8,0,0
8771,17,10.0,1,1,2,0,0
8772,29,10.0,2,1,1,0,0
8773,19,12.0,2,1,3,1,0
8774,31,3.0,2,1,2,0,0
8775,15,6.0,2,1,3,1,0
8776,9,10.0,3,1,8,1,0
8777,18,13.0,2,1,7,1,0
8778,36,7.0,3,1,7,1,0
8779,44,12.0,3,1,8,1,0
8780,30,10.0,3,1,1,0,0
8781,44,11.0,3,1,1,0,0
8782,17,15.0,3,1,8,0,0
8783,11,12.0,3,1,7,1,0
8784,11,10.0,1,1,3,0,0
8785,36,12.0,1,1,3,1,0
8786,35,4.0,1,1,8,1,0
8787,55,3.0,2,1,3,0,0
8788,17,9.0,2,1,8,0,0
8789,57,3.0,1,1,1,0,0
8790,25,13.0,1,1,8,0,0
8791,26,5.0,1,0,7,1,0
8792,27,9.0,3,1,8,0,0
8793,55,12.0,3,1,7,0,0
8794,31,9.0,3,1,3,0,0
8795,19,14.0,3,0,8,0,0
8796,29,13.0,3,1,7,0,0
8797,41,6.0,1,1,2,1,0
8798,18,6.0,1,1,3,1,0
8799,21,5.0,3,1,1,0,0
8800,35,13.0,1,1,2,0,0
8801,50,2.0,2,1,3,0,0
8802,41,2.0,3,1,2,1,0
8803,48,7.0,1,1,1,0,0
8804,22,4.0,3,1,2,0,0
8805,21,2.0,3,1,8,0,0
8806,8,4.0,1,1,8,1,0
8807,49,11.0,2,1,3,1,0
8808,17,4.0,2,1,3,1,0
8809,18,4.0,1,1,3,1,0
8810,20,8.0,2,1,1,0,0
8811,31,7.0,3,1,7,0,0
8812,34,14.0,2,1,2,1,0
8813,7,7.0,3,0,1,1,0
8814,15,13.0,2,1,2,0,0
8815,29,10.0,3,1,1,0,0
8816,11,3.0,1,1,8,1,0
8817,49,3.0,2,1,1,0,0
8818,17,8.0,3,1,1,0,0
8819,59,8.0,3,1,3,0,0
8820,36,11.0,2,1,1,1,0
8821,30,15.0,2,1,7,1,0
8822,9,4.0,1,1,3,1,0
8823,8,3.0,2,1,3,1,0
8824,60,10.0,2,1,7,0,0
8825,19,9.0,3,1,7,0,0
8826,25,5.0,1,0,8,1,0
8827,16,4.0,3,1,2,0,0
8828,17,13.0,2,0,1,1,0
8829,45,3.0,2,0,8,0,0
8830,18,5.0,2,0,3,0,0
8831,10,10.0,3,1,1,0,0
8832,43,15.0,1,1,3,1,0
8833,5,4.0,3,1,3,0,0
8834,36,8.0,3,1,3,1,0
8835,49,9.0,3,1,1,0,0
8836,16,3.0,2,1,3,0,0
8837,59,7.0,1,1,8,1,0
8838,42,5.0,2,1,8,0,0
8839,34,12.0,1,1,8,1,0
8840,5,7.0,3,1,8,0,0
8841,12,13.0,3,1,7,0,0
8842,7,7.0,2,1,1,1,0
8843,20,4.0,1,1,3,1,0
8844,54,12.0,2,1,7,0,0
8845,47,15.0,1,1,2,1,0
8846,20,3.0,3,1,3,0,0
8847,60,5.0,3,1,7,1,0
8848,37,14.0,3,1,8,1,0
8849,41,12.0,1,1,1,1,0
8850,24,11.0,2,1,3,0,0
8851,40,8.0,2,1,2,1,0
8852,6,14.0,1,1,2,1,0
8853,20,15.0,2,1,2,1,0
8854,35,4.0,1,1,3,1,0
8855,17,7.0,1,1,3,1,0
8856,30,7.0,2,1,2,1,0
8857,9,12.0,2,1,1,1,0
8858,5,10.0,2,1,3,1,0
8859,10,13.0,3,0,2,1,0
8860,39,3.0,2,0,7,1,0
8861,8,13.0,2,1,8,1,0
8862,12,6.0,1,1,2,0,0
8863,43,12.0,2,1,1,0,0
8864,49,13.0,2,1,2,0,0
8865,32,6.0,3,1,2,0,0
8866,14,3.0,3,1,2,1,0
8867,14,15.0,1,1,3,1,0
8868,31,10.0,3,0,7,1,0
8869,5,7.0,1,1,7,1,0
8870,48,4.0,2,1,1,0,0
8871,58,6.0,1,1,1,0,0
8872,52,14.0,3,1,8,1,0
8873,40,4.0,1,1,1,1,0
8874,10,10.0,1,1,7,1,0
8875,49,15.0,1,1,3,0,0
8876,42,14.0,3,1,3,0,0
8877,26,10.0,2,0,7,1,0
8878,49,13.0,3,1,1,1,0
8879,50,4.0,1,1,2,1,0
8880,42,8.0,2,1,2,1,0
8881,52,11.0,1,1,2,1,0
8882,40,4.0,3,1,8,1,0
8883,28,10.0,1,1,7,0,0
8884,11,14.0,1,1,7,1,0
8885,38,5.0,2,0,8,0,0
8886,32,2.0,2,1,2,0,0
8887,55,7.0,3,1,1,0,0
8888,33,5.0,1,0,3,0,0
8889,53,9.0,3,1,7,1,0
8890,29,3.0,2,1,8,0,0
8891,30,4.0,3,1,7,0,0
8892,36,11.0,1,1,7,1,0
8893,24,15.0,3,1,2,0,0
8894,41,5.0,1,1,8,0,0
8895,45,13.0,2,1,8,0,0
8896,26,6.0,2,1,8,0,0
8897,12,3.0,2,1,7,1,0
8898,18,6.0,2,1,8,1,0
8899,22,7.0,3,1,8,1,0
8900,52,7.0,2,1,2,1,0
8901,43,15.0,1,1,1,0,0
8902,40,12.0,3,1,1,0,0
8903,26,6.0,1,1,3,1,0
8904,55,2.0,2,1,7,0,0
8905,44,15.0,2,0,7,1,0
8906,39,7.0,2,0,2,0,0
8907,59,13.0,1,1,7,0,0
8908,13,3.0,3,1,7,0,0
8909,34,4.0,3,1,2,0,0
8910,56,11.0,2,1,3,1,0
8911,59,4.0,3,1,1,0,0
8912,45,12.0,2,1,2,0,0
8913,19,5.0,2,1,8,1,0
8914,13,11.0,2,1,7,1,0
8915,18,3.0,2,1,3,1,0
8916,34,11.0,1,1,1,0,0
8917,33,2.0,2,1,1,0,0
8918,31,10.0,2,1,8,1,0
8919,48,3.0,2,1,8,1,0
8920,49,12.0,1,1,2,0,0
8921,40,9.0,2,1,3,1,0
8922,57,14.0,2,1,7,0,0
8923,19,11.0,3,1,8,0,0
8924,15,13.0,3,1,7,0,1
8925,49,7.0,1,1,8,0,0
8926,30,15.0,1,1,7,1,0
8927,39,15.0,3,1,3,1,0
8928,40,2.0,2,1,8,1,0
8929,53,13.0,2,1,3,0,0
8930,30,5.0,1,1,2,0,0
8931,16,3.0,2,1,8,1,0
8932,12,8.0,2,1,7,0,0
8933,50,2.0,2,1,8,0,0
8934,41,13.0,3,1,2,1,0
8935,51,6.0,1,1,7,1,0
8936,58,15.0,2,1,2,0,0
8937,22,10.0,3,1,3,0,0
8938,29,10.0,3,1,7,1,0
8939,12,8.0,1,1,1,0,0
8940,52,13.0,1,1,8,1,0
8941,9,14.0,3,1,7,1,0
8942,6,15.0,3,1,1,0,0
8943,29,12.0,3,1,8,1,0
8944,51,6.0,1,1,1,1,0
8945,55,13.0,2,1,8,1,0
8946,26,9.0,3,1,8,0,0
8947,5,14.0,1,1,7,1,0
8948,46,8.0,2,1,7,1,0
8949,59,11.0,2,1,1,1,0
8950,50,7.0,2,1,3,0,0
8951,39,14.0,3,1,2,0,0
8952,16,9.0,1,1,8,1,0
8953,27,4.0,2,0,7,1,0
8954,50,11.0,3,1,2,0,0
8955,34,7.0,1,1,3,1,0
8956,15,13.0,2,1,3,1,0
8957,48,4.0,3,1,8,0,0
8958,30,9.0,2,1,2,0,0
8959,44,10.0,2,1,7,1,0
8960,32,4.0,3,1,2,0,0
8961,34,11.0,1,1,8,1,0
8962,35,3.0,2,1,7,1,0
8963,23,2.0,1,1,3,1,0
8964,26,3.0,3,1,2,1,0
8965,31,10.0,3,1,2,1,0
8966,25,10.0,3,1,1,0,0
8967,48,8.0,1,1,3,1,0
8968,37,12.0,2,1,1,0,0
8969,55,3.0,2,1,1,0,0
8970,58,8.0,3,1,8,1,0
8971,42,4.0,2,1,1,1,0
8972,41,8.0,2,1,3,0,0
8973,31,10.0,3,1,7,1,0
8974,53,6.0,1,1,2,0,0
8975,5,10.0,2,1,1,0,0
8976,20,12.0,2,1,1,1,0
8977,55,4.0,2,1,8,1,0
8978,52,7.0,2,1,1,1,0
8979,46,2.0,2,1,8,1,0
8980,18,9.0,1,0,1,0,0
8981,27,4.0,3,1,7,0,0
8982,32,12.0,1,1,1,0,0
8983,17,15.0,2,1,8,1,0
8984,53,12.0,1,1,1,0,0
8985,21,7.0,3,0,2,1,0
8986,40,2.0,3,1,1,1,0
8987,18,10.0,1,1,2,0,0
8988,33,13.0,2,1,3,1,0
8989,53,6.0,3,1,2,0,0
8990,44,15.0,2,1,8,0,0
8991,51,11.0,3,1,8,0,0
8992,28,14.0,2,1,7,1,0
8993,15,10.0,3,1,8,1,0
8994,19,13.0,3,1,8,1,0
8995,17,14.0,3,1,3,0,0
8996,32,7.0,1,1,1,0,0
8997,42,9.0,3,1,3,0,0
8998,50,3.0,3,1,7,1,0
8999,43,13.0,2,1,2,1,0
9000,33,12.0,3,1,7,1,0
9001,52,14.0,3,1,7,0,0
9002,10,15.0,1,0,7,0,0
9003,33,9.0,3,0,1,0,0
9004,58,15.0,1,0,8,1,0
9005,23,12.0,1,1,2,1,0
9006,28,13.0,1,1,8,0,0
9007,5,3.0,3,1,3,1,0
9008,19,14.0,2,1,2,1,0
9009,19,9.0,1,1,7,0,0
9010,60,9.0,2,0,2,1,0
9011,26,2.0,1,1,1,1,0
9012,36,9.0,3,1,8,0,0
9013,49,6.0,2,1,3,0,0
9014,10,13.0,2,1,3,1,0
9015,36,15.0,1,1,7,1,0
9016,34,10.0,3,1,2,1,0
9017,14,3.0,3,1,1,1,0
9018,31,9.0,1,1,3,1,0
9019,29,4.0,1,1,3,0,0
9020,44,2.0,1,1,3,1,0
9021,11,9.0,3,1,8,1,0
9022,30,2.0,3,1,1,0,0
9023,60,15.0,1,1,2,1,0
9024,23,11.0,2,1,1,0,0
9025,57,3.0,3,1,8,1,0
9026,29,4.0,2,1,8,0,0
9027,16,14.0,2,1,8,1,0
9028,16,12.0,1,1,3,1,0
9029,57,2.0,2,0,7,1,0
9030,8,14.0,2,1,3,1,0
9031,26,2.0,1,1,8,1,0
9032,45,3.0,2,1,7,1,0
9033,31,4.0,3,1,1,0,0
9034,58,15.0,2,1,1,0,0
9035,57,2.0,2,1,2,1,0
9036,53,14.0,2,1,8,1,0
9037,12,15.0,3,1,2,0,0
9038,27,15.0,3,1,1,0,0
9039,43,13.0,1,0,7,1,0
9040,42,4.0,3,1,7,0,0
9041,37,10.0,1,1,2,0,0
9042,47,7.0,1,0,7,1,0
9043,53,14.0,2,1,7,1,0
9044,7,10.0,1,1,1,0,0
9045,46,9.0,2,1,8,1,0
9046,57,6.0,3,1,1,0,0
9047,19,9.0,2,1,2,0,0
9048,36,2.0,2,1,1,0,0
9049,28,5.0,1,1,3,0,0
9050,54,5.0,2,1,2,1,0
9051,14,7.0,3,1,2,1,0
9052,19,2.0,1,1,1,1,0
9053,52,2.0,3,1,7,1,0
9054,58,4.0,3,1,1,1,0
9055,8,11.0,2,1,7,1,0
9056,50,9.0,1,1,8,1,0
9057,19,14.0,2,1,7,1,0
9058,45,10.0,3,1,8,0,0
9059,47,11.0,1,1,3,0,1
9060,44,12.0,3,1,3,1,0
9061,18,8.0,2,1,2,1,0
9062,53,11.0,3,1,2,1,0
9063,9,4.0,1,0,8,0,0
9064,11,12.0,2,1,1,1,0
9065,6,10.0,3,1,2,0,0
9066,14,6.0,3,1,3,0,0
9067,29,11.0,3,1,7,1,0
9068,56,11.0,2,1,8,0,0
9069,49,9.0,3,1,8,0,0
9070,21,5.0,1,1,2,0,0
9071,17,6.0,2,1,3,0,0
9072,11,8.0,3,1,2,0,0
9073,35,5.0,2,1,8,0,0
9074,43,10.0,1,0,2,0,0
9075,47,3.0,1,1,8,1,0
9076,28,10.0,2,1,7,0,0
9077,48,5.0,1,1,1,0,0
9078,39,11.0,3,1,1,0,0
9079,55,9.0,3,1,7,0,0
9080,14,5.0,3,1,3,0,0
9081,50,5.0,2,1,2,1,0
9082,53,14.0,2,1,1,1,0
9083,27,8.0,2,1,8,1,0
9084,59,5.0,2,1,8,1,0
9085,14,8.0,1,1,1,0,0
9086,16,13.0,2,0,1,0,0
9087,15,15.0,1,1,7,0,0
9088,54,12.0,1,1,1,1,0
9089,43,5.0,3,1,2,1,0
9090,41,3.0,1,1,3,0,0
9091,9,7.0,3,1,2,1,0
9092,52,14.0,2,1,7,0,0
9093,60,6.0,2,1,7,1,0
9094,12,6.0,1,1,1,0,0
9095,59,3.0,2,1,2,0,0
9096,47,5.0,2,1,3,1,0
9097,54,2.0,3,0,8,1,0
9098,39,8.0,3,1,8,1,0
9099,48,11.0,3,1,1,0,0
9100,22,13.0,2,1,7,0,0
9101,55,8.0,2,1,1,0,0
9102,8,8.0,1,1,1,0,0
9103,5,8.0,1,1,1,0,0
9104,56,7.0,3,1,1,0,0
9105,13,13.0,2,1,7,0,0
9106,57,4.0,1,1,3,1,0
9107,28,6.0,3,1,1,1,0
9108,14,8.0,3,1,1,1,0
9109,7,7.0,1,1,2,1,0
9110,36,3.0,1,1,3,1,0
9111,22,14.0,2,1,7,0,0
9112,57,2.0,2,0,3,0,0
9113,17,12.0,1,1,1,1,0
9114,52,15.0,2,0,3,1,0
9115,23,11.0,1,1,8,0,0
9116,32,11.0,1,1,3,0,0
9117,22,12.0,2,0,2,1,0
9118,57,15.0,3,1,1,0,1
9119,39,4.0,1,1,2,0,0
9120,46,14.0,3,1,7,1,0
9121,12,12.0,2,1,2,1,0
9122,37,2.0,1,1,1,0,0
9123,30,14.0,1,1,3,0,0
9124,51,4.0,2,1,8,0,0
9125,38,14.0,1,1,1,1,0
9126,21,4.0,1,1,1,0,0
9127,13,2.0,1,1,1,1,0
9128,59,12.0,1,1,7,0,0
9129,27,15.0,1,1,3,0,0
9130,30,4.0,2,1,1,0,0
9131,18,12.0,1,1,2,1,0
9132,33,7.0,2,1,7,1,0
9133,50,14.0,2,1,8,0,0
9134,42,7.0,1,1,7,0,0
9135,42,10.0,3,1,2,0,0
9136,34,9.0,3,1,1,0,0
9137,53,10.0,3,1,7,1,0
9138,53,8.0,2,1,2,1,0
9139,20,13.0,3,1,3,1,0
9140,39,7.0,2,1,3,1,0
9141,40,2.0,1,1,3,1,0
9142,6,5.0,2,1,3,0,0
9143,59,12.0,2,1,1,1,0
9144,59,13.0,1,1,3,1,0
9145,27,4.0,3,1,1,0,0
9146,15,12.0,1,1,1,1,0
9147,40,6.0,3,1,3,1,0
9148,26,6.0,1,0,2,0,0
9149,60,13.0,2,1,1,1,0
9150,5,11.0,1,0,3,0,0
9151,44,12.0,1,1,2,1,0
9152,51,8.0,2,1,7,1,0
9153,54,15.0,1,1,1,1,0
9154,31,9.0,2,1,8,1,0
9155,27,4.0,2,0,3,0,0
9156,30,8.0,1,0,2,1,0
9157,39,10.0,2,1,2,1,0
9158,29,9.0,3,1,7,0,0
9159,25,9.0,2,1,2,1,0
9160,12,4.0,3,1,1,0,0
9161,39,2.0,2,1,1,1,0
9162,44,8.0,3,1,1,1,0
9163,6,13.0,1,1,8,0,0
9164,13,9.0,1,1,1,1,0
9165,54,8.0,1,1,3,0,0
9166,48,4.0,2,0,3,1,0
9167,49,9.0,2,1,1,1,0
9168,23,7.0,1,1,8,0,0
9169,33,7.0,2,1,2,0,0
9170,15,6.0,2,1,2,0,0
9171,19,7.0,2,1,3,1,0
9172,59,10.0,2,1,8,1,0
9173,15,7.0,2,0,3,1,0
9174,19,11.0,3,0,7,0,0
9175,38,4.0,3,1,3,0,0
9176,39,15.0,1,1,8,0,0
9177,58,6.0,2,1,3,1,0
9178,33,9.0,1,1,7,1,0
9179,33,14.0,3,1,2,0,0
9180,32,8.0,1,1,1,0,0
9181,41,10.0,3,1,1,1,0
9182,19,6.0,1,1,1,1,0
9183,42,4.0,3,1,1,0,0
9184,44,10.0,1,1,7,1,0
9185,38,10.0,1,0,2,1,0
9186,8,2.0,1,1,7,0,0
9187,30,4.0,2,1,1,0,0
9188,38,12.0,2,1,1,1,0
9189,13,12.0,1,1,2,1,0
9190,9,10.0,3,1,1,0,0
9191,18,11.0,3,1,8,1,0
9192,14,7.0,1,1,7,0,0
9193,28,9.0,3,1,2,1,0
9194,26,4.0,2,1,2,1,0
9195,9,13.0,3,1,8,0,0
